ticker,entry_dt,exit_dt,entry,exit,reason,lot_rub,pnl_rub,pnl_pct,hold_d,win
TATN,2024-03-12,2024-03-15,751.17511,732.9577007426667,SL,25623.3,-646.7258117061147,-2.523975489910022,3,False
LKOH,2024-03-05,2024-03-18,7515.7515,7316.244437161375,SL,25623.3,-705.4586176753302,-2.753191890487682,13,False
CHMF,2024-03-11,2024-04-01,1706.5706400000001,1877.61222,TIME,25623.3,698.9282456534346,2.7277058210825094,21,True
ALRS,2024-03-12,2024-04-01,75.197519,78.772122,TIME,25623.3,716.0044068652109,2.794348920182845,20,True
OZON,2024-03-21,2024-04-10,3500.35,3759.6240000000003,TIME,19179.14,552.4105869784224,2.8802677647612063,20,True
PLZL,2024-04-02,2024-04-22,1248.92488,1411.8588,TIME,19077.66,681.6757929050129,3.5731624995152074,20,True
CHMF,2024-04-03,2024-04-23,1869.5869400000001,1887.8112,TIME,23607.1,206.39387405573234,0.8742872866880403,20,True
IRAO,2024-04-03,2024-04-23,4.290429,4.29957,TIME,25380.47,28.667009828212507,0.11294908970642588,20,True
LKOH,2024-04-30,2024-05-06,8153.31525,7947.40518,SL,25821.22,-677.6040384156812,-2.624213876864382,6,False
IRAO,2024-05-10,2024-05-10,4.4104410000000005,4.414409955855899,SL,25617.94,-1.498672782062151,-0.005850090920902115,0,False
IRAO,2024-05-13,2024-05-15,4.5504549999999995,4.398212742568969,SL,25597.14,-881.5594326035833,-3.443976290333933,2,False
OZON,2024-04-27,2024-05-17,4228.4228,4509.549,TIME,17293.13,761.0206099010088,4.400710628446144,20,True
TATNP,2024-05-17,2024-05-20,748.7748700000001,728.5036449017384,SL,25353.02,-711.3800590124861,-2.8058987016634944,3,False
CHMF,2024-05-14,2024-05-27,1975.59754,1922.4058828949896,SL,25617.49,-715.0065978640672,-2.791087643106593,13,False
ALRS,2024-05-17,2024-05-27,81.018101,78.44404026292574,SL,25353.02,-830.4519106983191,-3.2755541970870494,10,False
SBERP,2024-05-23,2024-05-31,322.74227099999996,314.67902895,SL,25367.91,-658.8310265599589,-2.5971040837024373,8,False
