strategy,ticker,entry_dt,exit_dt,entry,exit,reason,pos_rub,pnl_rub,pnl_pct,hold_d,win
Turtle20,PLZL,2023-03-14,2023-04-11,943.1886,968.55625,TIME,16350.39,423.18,2.588,20,True
Turtle20,VTBR,2023-04-04,2023-04-11,100.02,92.44541256254328,SL,12029.97,-922.61,-7.669,5,False
Turtle20,OZON,2023-03-29,2023-04-14,1749.3498,1660.3432621006848,SL,17855.65,-925.89,-5.185,12,False
Turtle20,SNGSP,2023-03-20,2023-04-17,28.615721999999998,34.083182,TIME,23638.91,2836.56,12.0,20,True
Turtle20,MTLR,2023-04-11,2023-05-02,162.812556,175.312883763043,SL,12904.45,1539.99,11.934,14,True
Turtle20,IRAO,2023-04-11,2023-05-03,3.920784,3.9239198430431994,SL,22371.15,319.08,1.426,15,True
Turtle20,SBER,2023-04-19,2023-05-10,232.716534,232.90266068389317,SL,23162.46,325.14,1.404,13,True
Turtle20,AFLT,2023-04-11,2023-05-11,34.966992,38.482302000000004,TIME,12814.56,1202.9,9.387,20,True
Turtle20,PLZL,2023-04-18,2023-05-18,1037.0073599999998,1044.49106,TIME,19116.54,118.77,0.621,20,True
Turtle20,LKOH,2023-05-16,2023-06-06,5069.0136,5073.0677970772795,SL,18257.14,311.34,1.705,15,True
Turtle20,T,2023-05-17,2023-06-15,2899.5798,3575.2848,TIME,14109.33,2480.57,17.581,20,True
Turtle20,PHOR,2023-05-24,2023-06-22,7556.5109999999995,7477.5042,TIME,20788.31,-238.03,-1.145,20,False
Turtle20,OZON,2023-05-25,2023-06-23,1804.8609,2011.5976,TIME,16837.92,1669.97,9.918,20,True
Turtle20,AFLT,2023-06-15,2023-06-23,41.35827,41.39134834434599,SL,20094.1,320.2,1.593,6,True
Turtle20,PLZL,2023-06-22,2023-06-26,1127.0253599999999,1066.672007840457,SL,18781.98,-1024.07,-5.452,2,False
Turtle20,NLMK,2023-05-30,2023-06-28,141.268248,172.885416,TIME,20542.01,3123.9,15.207,20,True
Turtle20,TATN,2023-06-06,2023-07-05,474.99497999999994,494.80102,TIME,20199.52,920.44,4.557,20,True
Turtle20,SBER,2023-07-11,2023-07-21,250.060002,241.8581809839286,SL,31570.27,-1066.54,-3.378,8,False
Turtle20,SNGSP,2023-06-27,2023-07-25,39.167832,43.19136,TIME,14425.62,1365.95,9.469,20,True
Turtle20,MAGN,2023-06-28,2023-07-26,47.15943,52.63947,TIME,12690.96,1394.63,10.989,20,True
Turtle20,MGNT,2023-06-29,2023-07-27,5202.0401999999995,5878.8240000000005,TIME,12803.33,1516.45,11.844,20,True
Turtle20,ALRS,2023-07-03,2023-07-31,70.624122,84.03319,TIME,21820.85,2819.28,12.92,20,True
Turtle20,OZON,2023-07-27,2023-08-03,2425.485,2427.4249029029997,SL,14746.75,374.03,2.536,5,True
Turtle20,MTLR,2023-07-27,2023-08-04,203.14061999999998,215.01690397774695,SL,19639.4,1780.51,9.066,6,True
Turtle20,MTLR,2023-08-04,2023-08-07,235.006992,218.9814456235776,SL,16677.87,-1153.4,-6.916,1,False
Turtle20,ALRS,2023-08-04,2023-08-08,89.0178,84.10946394148638,SL,20640.39,-1158.16,-5.611,2,False
Turtle20,ALRS,2023-08-14,2023-08-15,92.91858,86.20754150823542,SL,15423.1,-1128.8,-7.319,1,False
Turtle20,VTBR,2023-07-28,2023-08-16,125.655126,132.13207194240738,SL,22061.09,1761.08,7.983,13,True
Turtle20,LKOH,2023-07-26,2023-08-23,5637.1272,6630.6736,TIME,29214.84,3348.59,11.462,20,True
Turtle20,TATN,2023-08-01,2023-08-29,525.50508,588.58226,TIME,29361.12,2636.01,8.978,20,True
Turtle20,PLZL,2023-09-05,2023-09-07,1209.2418,1157.554193986218,SL,27665.67,-1209.61,-4.372,2,False
Turtle20,IRAO,2023-09-05,2023-09-07,4.35087,4.354349825826,SL,23250.65,371.75,1.599,2,True
Turtle20,IRAO,2023-09-07,2023-09-08,4.55091,4.288018239520795,SL,20300.33,-1192.4,-5.874,1,False
Turtle20,LKOH,2023-08-23,2023-09-20,6633.3264,6348.7300000000005,TIME,17168.14,-753.38,-4.388,20,False
Turtle20,TATN,2023-09-19,2023-09-21,627.82554,596.2228536650565,SL,23071.0,-1183.81,-5.131,2,False
Turtle20,SNGSP,2023-09-29,2023-10-11,53.090616,53.13307787467679,SL,21508.48,408.59,1.9,8,True
Turtle20,TATNP,2023-10-04,2023-10-12,638.8277400000001,608.3266536377823,SL,23921.06,-1165.47,-4.872,6,False
Turtle20,NLMK,2023-09-25,2023-10-23,208.0416,197.420508,TIME,17091.11,-889.2,-5.203,20,False
Turtle20,LKOH,2023-10-13,2023-10-27,7144.4286,7150.14271399428,SL,23174.34,366.41,1.581,10,True
Turtle20,MGNT,2023-10-20,2023-10-31,5795.1588,5799.79376800824,SL,24549.98,394.75,1.608,7,True
Turtle20,SBER,2023-10-17,2023-11-14,268.35366,283.64326,TIME,32674.34,1665.45,5.097,20,True
Turtle20,GMKN,2023-10-23,2023-11-14,172.0344,172.17199311311998,SL,26717.89,344.44,1.289,16,True
Turtle20,MTLR,2023-11-17,2023-11-27,330.066,301.05234729866874,SL,13096.35,-1163.72,-8.886,6,False
Turtle20,SBER,2023-11-23,2023-11-28,286.217232,278.7109493308795,SL,34464.41,-937.87,-2.721,3,False
Turtle20,OZON,2023-11-21,2023-12-04,2853.0705,2699.009702234769,SL,21349.84,-1173.63,-5.497,9,False
Turtle20,SNGSP,2023-11-10,2023-12-06,59.781954,56.39040452797984,SL,19961.95,-1151.88,-5.77,18,False
Turtle20,TATN,2023-11-22,2023-12-20,636.1272,654.869,TIME,26588.51,756.38,2.845,20,True
Turtle20,MGNT,2023-12-26,2024-01-16,6945.3888,6950.943721962239,SL,21381.69,382.86,1.791,13,True
Turtle20,TATN,2023-12-20,2024-01-19,655.131,697.66044,TIME,24643.5,1469.83,5.964,20,True
Turtle20,ALRS,2024-01-16,2024-01-23,75.175032,71.86892049154068,SL,25485.18,-1145.73,-4.496,5,False
Turtle20,VTBR,2024-01-08,2024-01-24,120.27405,120.37024518519,SL,24421.6,367.84,1.506,12,True
Turtle20,SNGS,2024-01-12,2024-02-08,29.685935999999998,29.709678811612797,SL,23817.65,348.92,1.465,19,True
Turtle20,NLMK,2024-01-12,2024-02-09,196.5393,196.36072000000001,TIME,21249.22,-40.55,-0.191,20,False
Turtle20,PLZL,2024-02-01,2024-02-09,1142.2284,1108.3087034644661,SL,33685.63,-1033.52,-3.068,6,False
Turtle20,AFLT,2024-01-31,2024-02-20,39.427884,37.74810799068751,SL,26474.77,-1153.84,-4.358,14,False
Turtle20,LKOH,2024-02-08,2024-02-20,7273.4544,7092.335132864564,SL,33790.31,-874.8,-2.589,8,False
Turtle20,SBER,2024-02-08,2024-02-20,284.57690399999996,284.8045086078191,SL,33790.31,209.32,0.619,8,True
Turtle20,PHOR,2024-02-14,2024-02-20,6965.3928,6810.091780147702,SL,33468.09,-779.3,-2.328,4,False
Turtle20,SNGSP,2024-02-20,2024-02-21,61.202237999999994,58.86654211567318,SL,28695.9,-1123.29,-3.914,1,False
Turtle20,MGNT,2024-02-09,2024-03-12,7321.464,7748.45,TIME,31011.21,1628.55,5.251,20,True
Turtle20,TATN,2024-03-01,2024-03-18,718.9437599999999,719.5187712192478,SL,32351.52,364.7,1.127,10,True
Turtle20,SBERP,2024-03-05,2024-03-22,299.85996,291.58156884022503,SL,32351.52,-925.05,-2.859,12,False
Turtle20,ALRS,2024-02-28,2024-03-28,72.86456999999999,78.53429,TIME,28375.46,1895.01,6.678,20,True
Turtle20,LKOH,2024-03-01,2024-04-01,7388.4774,7572.4852,TIME,32351.52,885.81,2.738,20,True
Turtle20,AFLT,2024-03-14,2024-04-11,41.048207999999995,51.219753999999995,TIME,25033.99,3854.77,15.398,20,True
Turtle20,NLMK,2024-03-21,2024-04-18,212.822556,226.9546,TIME,22954.46,1405.31,6.122,20,True
Turtle20,TATN,2024-04-16,2024-04-18,738.1476,710.0763682470084,SL,30536.94,-1191.25,-3.901,2,False
Turtle20,OZON,2024-03-22,2024-04-19,3541.7082,3999.2000000000003,TIME,20868.31,2416.63,11.58,20,True
Turtle20,SBER,2024-04-23,2024-04-24,315.453078,308.2377391816231,SL,35451.86,-845.93,-2.386,1,False
Turtle20,SNGSP,2024-04-01,2024-04-27,67.39347599999999,66.516694,TIME,24124.56,-337.83,-1.4,20,False
Turtle20,PLZL,2024-04-01,2024-04-27,1215.7431,1379.724,TIME,18463.19,2051.51,11.111,20,True
Turtle20,IRAO,2024-05-13,2024-05-16,4.55091,4.370670938560843,SL,30203.44,-1225.81,-4.059,3,False
Turtle20,OZON,2024-04-19,2024-05-20,4000.7999999999997,4649.07,TIME,21471.14,2781.85,12.956,20,True
Turtle20,NLMK,2024-05-14,2024-05-27,252.930576,244.2959507720384,SL,35068.56,-1231.65,-3.512,9,False
Turtle20,ALRS,2024-05-21,2024-05-27,81.46629,78.41306204809077,SL,32343.79,-1243.93,-3.846,4,False
Turtle20,SNGSP,2024-05-14,2024-05-31,70.784154,68.41501463741291,SL,35712.19,-1230.4,-3.445,13,False
Turtle20,SBER,2024-05-15,2024-05-31,318.26364,311.91874596413305,SL,35712.19,-747.31,-2.093,12,False
Turtle20,AFLT,2024-05-16,2024-06-03,56.931384,53.56073549717652,SL,19962.77,-1201.28,-6.018,12,False
Turtle20,AFLT,2024-06-17,2024-07-08,62.902578,56.979683444417844,SL,12230.67,-1163.29,-9.511,15,False
Turtle20,SBER,2024-06-28,2024-07-10,327.935574,316.1813413669486,SL,32241.6,-1187.3,-3.683,8,False
Turtle20,PLZL,2024-07-18,2024-08-15,1280.95614,1254.749,TIME,14171.94,-303.97,-2.145,20,False
Turtle20,TATNP,2024-10-03,2024-10-08,649.02978,619.8058868337764,SL,25044.05,-1152.14,-4.6,3,False
Turtle20,YDEX,2024-09-17,2024-10-15,4129.3257,4065.1868,TIME,15676.96,-259.06,-1.652,20,False
Turtle20,AFLT,2024-10-15,2024-10-28,56.301258,53.40217981657217,SL,21612.26,-1133.92,-5.247,9,False
Turtle20,SNGSP,2024-10-16,2024-10-28,57.481494,54.292007757842924,SL,20050.6,-1132.05,-5.646,8,False
Turtle20,PLZL,2024-10-22,2024-11-06,1463.49264,1464.663141413472,SL,21952.02,344.49,1.569,11,True
Turtle20,IRAO,2024-11-12,2024-11-20,4.0008,3.850187340540082,SL,29090.99,-1123.69,-3.863,6,False
Turtle20,OZON,2024-11-18,2024-11-20,3310.662,3181.8411512802227,SL,28140.15,-1122.55,-3.989,2,False
Turtle20,RUAL,2024-11-18,2024-11-21,38.95779,36.68863841708812,SL,18766.54,-1111.3,-5.922,3,False
Turtle20,SNGSP,2024-11-20,2024-11-21,58.541706,55.97093288321145,SL,24406.0,-1095.62,-4.489,1,False
Turtle20,AFLT,2024-11-11,2024-11-26,61.26225,56.063690872646795,SL,12867.51,-1104.23,-8.582,11,False
Turtle20,PHOR,2024-12-03,2024-12-11,5851.17,5427.844628919236,SL,14328.27,-1050.44,-7.331,6,False
Turtle20,PLZL,2024-12-12,2024-12-13,1505.55105,1429.9545838400923,SL,20460.47,-1047.3,-5.119,1,False
Turtle20,OZPH,2024-12-27,2024-12-30,34.856970000000004,38.33404072955085,SL,10786.36,1675.27,15.531,2,True
Turtle20,ROSN,2024-12-23,2025-01-10,562.1124,562.5619774975199,SL,13089.15,336.83,2.573,11,True
Turtle20,TATNP,2024-12-24,2025-01-24,634.6269,670.3659,TIME,13282.3,734.34,5.529,20,True
Turtle20,PHOR,2024-12-24,2025-01-24,6298.2594,7013.597,TIME,11993.51,1303.9,10.872,20,True
Turtle20,SBER,2024-12-26,2025-01-28,272.0544,275.19495,TIME,13681.48,144.18,1.054,20,True
Turtle20,CHMF,2025-01-03,2025-01-28,1330.266,1217.0104734781914,SL,12121.19,-1043.57,-8.609,16,False
Turtle20,AFLT,2025-01-13,2025-02-10,61.512299999999996,64.307136,TIME,13041.5,579.21,4.441,20,True
Turtle20,PHOR,2025-01-24,2025-02-13,7016.403,6691.182422220361,SL,22822.45,-1080.15,-4.733,14,False
Turtle20,PLZL,2025-01-24,2025-02-21,1650.8301,1900.71978,TIME,20484.28,2476.35,12.089,20,True
Turtle20,NVTK,2025-01-30,2025-02-27,1046.2092,1262.1475200000002,TIME,15334.39,2559.5,16.691,20,True
Turtle20,OZON,2025-01-31,2025-02-28,3636.7272,3975.2048,TIME,11237.99,1076.49,9.579,20,True
Turtle20,AFLT,2025-02-21,2025-02-28,76.835364,69.75536369941831,SL,11572.65,-1077.4,-9.31,5,False
Turtle20,OZPH,2025-02-10,2025-03-10,48.719742,56.50869600000001,TIME,9098.17,1351.63,14.856,20,True
Turtle20,SBER,2025-02-13,2025-03-11,315.67312200000003,317.63646,TIME,18791.16,98.02,0.522,20,True
Turtle20,T,2025-03-19,2025-03-27,3584.11668,3402.1915647968576,SL,21838.42,-1129.77,-5.173,6,False
Turtle20,PHOR,2025-03-26,2025-03-28,6991.398,6588.676507061019,SL,19234.76,-1126.65,-5.857,2,False
Turtle20,GAZP,2025-04-26,2025-05-02,152.0304,138.7018819497233,SL,12364.94,-1095.86,-8.863,5,False
Turtle20,VTBR,2025-04-29,2025-05-21,98.76975,96.310734,TIME,9885.55,-255.88,-2.588,20,False
Turtle20,PHOR,2025-05-14,2025-06-05,6427.2852,6522.6952,TIME,23837.2,329.84,1.384,20,True
Turtle20,T,2025-05-29,2025-06-06,3229.04568,3231.628270734864,SL,19148.0,366.09,1.912,8,True
Turtle20,PLZL,2025-06-06,2025-06-09,1824.3648,1722.77557831669,SL,19374.81,-1097.72,-5.666,3,False
Turtle20,YDEX,2025-06-04,2025-06-10,4237.8474,4024.025958018338,SL,21252.48,-1093.01,-5.143,6,False
Turtle20,SNGSP,2025-07-02,2025-07-04,54.180834,52.64020595579764,SL,31599.4,-929.68,-2.942,2,False
Turtle20,VTBR,2025-06-23,2025-07-07,102.440484,97.00034691802001,SL,19905.41,-1076.46,-5.408,14,False
Turtle20,PLZL,2025-07-01,2025-07-09,1819.3637999999999,1820.8189271672397,SL,23575.53,357.98,1.518,8,True
Turtle20,T,2025-07-16,2025-07-28,3317.26332,3183.0634260035217,SL,25751.44,-1067.01,-4.143,12,False
Turtle20,OZPH,2025-07-19,2025-07-31,49.85997,49.89984800400599,SL,20433.89,361.3,1.768,12,True
Turtle20,YDEX,2025-07-16,2025-08-07,4243.8486,4296.6405,TIME,22274.42,254.67,1.143,20,True
Turtle20,GMKN,2025-07-19,2025-08-12,115.383072,128.17435999999998,TIME,16653.3,1645.82,9.883,20,True
Turtle20,PLZL,2025-07-23,2025-08-16,1964.3927999999999,2103.5792,TIME,22017.89,1463.77,6.648,20,True
Turtle20,TATN,2025-08-07,2025-08-21,686.3372400000001,686.8861725245521,SL,21079.59,385.83,1.83,12,True
Turtle20,RUAL,2025-08-16,2025-08-21,35.827163999999996,34.194116502611564,SL,23428.27,-1090.78,-4.656,5,False
Turtle20,PHOR,2025-07-30,2025-08-23,6582.3162,7046.5904,TIME,24279.34,1542.49,6.353,20,True
Turtle20,GAZP,2025-08-08,2025-08-30,134.766948,135.832828,TIME,16207.42,111.91,0.691,20,True
Turtle20,SBERP,2025-08-12,2025-09-01,314.282844,308.818224,TIME,31463.39,-578.26,-1.838,20,False
Turtle20,OZPH,2025-08-21,2025-09-10,56.391276000000005,55.778842,TIME,19508.04,-231.27,-1.186,20,False
Turtle20,GMKN,2025-09-10,2025-09-12,130.12601999999998,125.44794193754227,SL,29778.82,-1099.8,-3.693,2,False
Turtle20,LKOH,2025-09-12,2025-09-13,6625.8249,6449.548980442118,SL,31614.56,-872.28,-2.759,1,False
Turtle20,PHOR,2025-09-10,2025-09-15,7130.4258,6958.62771519879,SL,31944.5,-801.22,-2.508,5,False
Turtle20,PLZL,2025-09-09,2025-10-01,2281.65624,2366.5266,TIME,32013.88,1159.56,3.622,20,True
Turtle20,PHOR,2025-09-30,2025-10-01,7279.4556,7061.444196843736,SL,31112.51,-962.43,-3.093,1,False
Turtle20,NVTK,2025-10-17,2025-10-22,1165.4330400000001,1061.0671051841755,SL,11626.56,-1052.28,-9.051,5,False
Turtle20,SBER,2025-10-17,2025-10-22,303.29064600000004,287.2916427829756,SL,19768.21,-1062.05,-5.373,5,False
Turtle20,GMKN,2025-10-10,2025-10-27,129.0258,119.55642292132471,SL,14193.58,-1055.36,-7.435,15,False
Turtle20,NVTK,2025-11-20,2025-11-27,1115.8231199999998,1116.7155553313758,SL,21176.7,365.3,1.725,5,True
Turtle20,TATN,2025-11-21,2025-11-27,628.92576,581.4042870982136,SL,13364.65,-1022.69,-7.652,4,False
Turtle20,SBER,2025-11-20,2025-12-14,304.820952,304.709046,TIME,28459.95,-38.9,-0.137,20,False
Turtle20,GMKN,2025-11-20,2025-12-14,129.84596399999998,136.792636,TIME,22168.48,1165.86,5.259,20,True
Turtle20,YDEX,2025-11-21,2025-12-15,4175.835,4296.1406,TIME,20999.17,583.68,2.78,20,True
Turtle20,OZPH,2025-12-11,2025-12-22,52.0104,50.553899259715806,SL,30023.52,-870.38,-2.899,11,False
Turtle20,NVTK,2025-12-12,2025-12-22,1220.04396,1155.0122084726474,SL,18842.4,-1022.69,-5.428,10,False
Turtle20,AFLT,2025-12-17,2026-01-05,59.231843999999995,56.318133346619575,SL,20772.67,-1042.1,-5.017,14,False
Turtle20,OZON,2025-12-26,2026-01-08,4335.867,4339.3348264266,SL,20758.46,352.66,1.699,7,True
Turtle20,GMKN,2025-12-17,2026-01-14,140.5281,158.9682,TIME,25530.46,2581.42,10.111,20,True
Turtle20,PLZL,2025-12-17,2026-01-16,2313.4626,2559.4880000000003,TIME,28700.41,2453.15,8.547,20,True
Turtle20,NVTK,2026-01-22,2026-01-26,1243.2486,1191.278016773518,SL,25051.59,-1071.74,-4.278,4,False
Turtle20,PLZL,2026-01-21,2026-01-30,2661.1321199999998,2551.4810704220145,SL,25416.69,-1072.18,-4.218,9,False
Turtle20,IRAO,2026-01-09,2026-01-31,3.210642,3.5292939999999997,TIME,23679.45,2156.24,9.106,20,True
Turtle20,RUAL,2026-01-14,2026-02-02,38.027604000000004,38.0580184776792,SL,16608.85,329.96,1.987,19,True
Turtle20,OZON,2026-01-27,2026-02-02,4612.4223,4616.11131535554,SL,30270.31,353.83,1.169,6,True
Turtle20,SBER,2026-01-22,2026-02-05,306.66132,300.72611639074216,SL,31272.33,-636.22,-2.034,14,False
Turtle20,GAZP,2026-01-30,2026-02-05,129.245844,124.56,SL,28224.26,-1050.99,-3.724,6,False
Turtle20,MAGN,2026-02-04,2026-02-26,31.95639,31.9936,TIME,18252.08,2.99,0.016,20,True
Turtle20,YDEX,2026-02-16,2026-03-02,4848.969599999999,4657.740582491841,SL,26309.16,-1063.35,-4.042,14,False
Turtle20,MGNT,2026-02-18,2026-03-05,3367.1733,3208.862387513816,SL,22050.03,-1058.24,-4.799,15,False
Turtle20,VTBR,2026-02-16,2026-03-10,87.86756999999999,86.062784,TIME,18396.47,-396.07,-2.153,20,False
Turtle20,PHOR,2026-02-19,2026-03-13,6544.3086,7324.5348,TIME,30975.0,2602.39,8.402,20,True
Turtle20,RUAL,2026-03-03,2026-03-18,41.028204,42.78917299676784,SL,25461.64,1688.68,6.632,13,True
Turtle20,SNGSP,2026-02-28,2026-03-20,45.619122,48.79024,END,23282.01,1451.71,6.235,18,True
Turtle20,SBER,2026-03-18,2026-03-20,319.86396,320.095968,END,31507.92,-8.67,-0.028,2,False
Turtle20,PHOR,2026-03-18,2026-03-20,7545.5088,7695.4606,END,25364.34,478.45,1.886,2,True
Turtle55,GAZP,2022-06-15,2022-06-23,319.0638,292.8359043446309,SL,30000.0,-2494.85,-8.316,6,False
Turtle55,IRAO,2022-06-21,2022-06-30,3.640728,3.278024934157914,SL,30000.0,-3017.22,-10.057,7,False
Turtle55,TATNP,2022-06-21,2022-07-01,416.0832,381.4666683578597,SL,30000.0,-2524.64,-8.415,8,False
Turtle55,MGNT,2022-08-10,2022-09-07,5037.0072,5499.8998,TIME,27588.99,2467.6,8.944,20,True
Turtle55,IRAO,2022-12-30,2023-01-30,3.420684,3.509298,TIME,28329.27,705.18,2.489,20,True
Turtle55,SBERP,2023-01-12,2023-02-09,149.21983799999998,163.05738200000002,TIME,28329.27,2536.18,8.953,20,True
Turtle55,OZON,2023-01-17,2023-02-14,1588.3175999999999,1665.6668,TIME,28329.27,1615.32,5.702,20,True
Turtle55,PLZL,2023-01-26,2023-02-14,857.27142,899.2711494130748,SL,28329.27,2148.2,7.583,13,True
Turtle55,PHOR,2023-02-07,2023-02-15,6916.383,6596.115236044352,SL,28540.82,-1349.48,-4.728,6,False
Turtle55,MTLR,2023-01-30,2023-02-28,115.023,125.52489,TIME,28540.82,2474.12,8.669,20,True
Turtle55,SBER,2023-02-28,2023-03-29,170.5341,214.80703,TIME,15679.19,2833.58,18.072,20,True
Turtle55,PHOR,2023-03-06,2023-04-04,7121.424,7312.5372,TIME,13500.24,348.62,2.582,20,True
Turtle55,MAGN,2023-03-09,2023-04-06,40.798158,40.931812,TIME,15770.8,35.87,0.227,20,True
Turtle55,NVTK,2023-03-21,2023-04-18,1125.225,1314.737,TIME,15917.28,2212.32,13.899,20,True
Turtle55,OZON,2023-03-28,2023-04-25,1744.8489,1739.1521,TIME,16123.27,-68.74,-0.426,20,False
Turtle55,SBERP,2023-03-30,2023-04-27,217.29345,235.06297800000002,TIME,17245.21,1358.31,7.876,20,True
Turtle55,MTLR,2023-04-11,2023-05-02,162.812556,178.44610633160374,SL,11843.7,1770.3,14.947,14,True
Turtle55,SNGSP,2023-04-25,2023-05-02,36.907379999999996,34.362333720703965,SL,15692.87,-1097.3,-6.992,4,False
Turtle55,TATN,2023-04-04,2023-05-03,387.0774,395.22094000000004,TIME,16284.3,598.65,3.676,20,True
Turtle55,IRAO,2023-04-27,2023-05-03,4.0808159999999996,3.9211009834981576,SL,28059.6,-1125.71,-4.012,3,False
Turtle55,NVTK,2023-05-02,2023-05-03,1289.2577999999999,1280.6517134547119,SL,32986.01,-253.06,-0.767,1,False
Turtle55,SBER,2023-05-03,2023-05-10,242.89856999999998,231.127727054343,SL,22617.41,-1118.11,-4.944,4,False
Turtle55,PLZL,2023-04-18,2023-05-18,1037.0073599999998,1044.49106,TIME,17649.92,109.66,0.621,20,True
Turtle55,IRAO,2023-05-19,2023-05-31,4.290858,4.055177356860544,SL,19760.76,-1104.6,-5.59,8,False
Turtle55,LKOH,2023-05-16,2023-06-06,5069.0136,5073.0677970772795,SL,16464.28,353.01,2.144,15,True
Turtle55,T,2023-05-17,2023-06-15,2899.5798,3575.2848,TIME,12598.13,2478.7,19.675,20,True
Turtle55,PHOR,2023-05-24,2023-06-22,7556.5109999999995,7477.5042,TIME,18580.01,-212.75,-1.145,20,False
Turtle55,PLZL,2023-06-22,2023-06-26,1127.0253599999999,1051.5713748005712,SL,16428.13,-1115.74,-6.792,2,False
Turtle55,TATN,2023-05-30,2023-06-28,440.08799999999997,499.4001,TIME,22670.05,2662.6,11.745,20,True
Turtle55,NLMK,2023-05-31,2023-06-29,143.648724,170.56588,TIME,15420.72,2479.41,16.078,20,True
Turtle55,OZON,2023-06-08,2023-07-07,1947.3894,1965.1069,TIME,11292.65,91.4,0.809,20,True
Turtle55,SNGS,2023-06-16,2023-07-14,26.825364,28.764246,TIME,17747.64,1258.45,7.091,20,True
Turtle55,CHMF,2023-07-04,2023-08-01,1222.0443599999999,1367.7264,TIME,13629.27,1519.16,11.146,20,True
Turtle55,ALRS,2023-07-11,2023-08-08,74.31486,85.53289,TIME,20207.67,2569.89,12.717,20,True
Turtle55,OZON,2023-07-18,2023-08-15,2120.424,2648.4702,TIME,16223.41,2993.49,18.452,20,True
Turtle55,NVTK,2023-07-19,2023-08-16,1485.49704,1624.675,TIME,22831.14,1883.57,8.25,20,True
Turtle55,AFLT,2023-07-19,2023-08-16,44.488896,45.110976,TIME,19271.67,250.07,1.298,20,True
Turtle55,SBER,2023-08-01,2023-08-16,269.05379999999997,254.91426174396358,SL,22262.63,-1191.64,-5.353,11,False
Turtle55,TATN,2023-08-11,2023-09-08,576.01518,603.5792600000001,TIME,16731.84,783.54,4.683,20,True
Turtle55,VTBR,2023-09-01,2023-09-08,144.07881,133.89897815847553,SL,17465.88,-1250.89,-7.162,5,False
Turtle55,CHMF,2023-09-01,2023-09-08,1427.68548,1316.4108400043533,SL,15828.95,-1248.93,-7.89,5,False
Turtle55,OZON,2023-08-23,2023-09-11,2979.5958,2641.8496815965186,SL,10875.12,-1242.99,-11.43,13,False
Turtle55,LKOH,2023-08-23,2023-09-20,6633.3264,6348.7300000000005,TIME,14867.66,-652.43,-4.388,20,False
Turtle55,TATN,2023-09-19,2023-09-22,627.82554,588.7598770813206,SL,19362.99,-1223.6,-6.319,3,False
Turtle55,SNGSP,2023-09-29,2023-10-11,53.090616,53.13307787467679,SL,17797.7,424.84,2.387,8,True
Turtle55,TATNP,2023-10-04,2023-10-31,638.8277400000001,601.8150420472278,SL,20475.24,-1206.19,-5.891,19,False
Turtle55,LKOH,2023-10-13,2023-11-10,7144.4286,7268.546,TIME,19746.65,323.13,1.636,20,True
Turtle55,MTLR,2023-10-19,2023-11-16,245.139018,329.424102,TIME,14255.78,3434.25,24.09,20,True
Turtle55,MTLR,2023-11-17,2023-11-27,330.066,293.5044996233359,SL,10961.02,-1224.51,-11.171,6,False
Turtle55,OZON,2023-11-22,2023-12-01,2998.5996,2772.3741607543334,SL,16107.17,-1230.68,-7.641,7,False
Turtle55,SBER,2023-11-09,2023-12-06,278.65572000000003,268.1729667815019,SL,31385.03,-1211.47,-3.86,19,False
Turtle55,SNGSP,2023-11-10,2023-12-07,59.781954,55.615980659974795,SL,16947.66,-1197.37,-7.065,19,False
Turtle55,TATN,2023-12-20,2024-01-19,655.131,697.66044,TIME,20871.44,1324.6,6.346,20,True
Turtle55,MGNT,2023-12-21,2024-01-22,6695.8389,6965.6066,TIME,17342.01,885.94,5.109,20,True
Turtle55,ALRS,2024-01-15,2024-01-29,74.02480200000001,70.17071855510676,SL,22430.12,-1189.66,-5.304,10,False
Turtle55,CHMF,2024-01-12,2024-02-09,1545.70908,1555.6888000000001,TIME,16865.32,459.2,2.723,20,True
Turtle55,AFLT,2024-02-05,2024-02-20,39.817962,37.70442912131128,SL,22192.54,-1199.58,-5.405,11,False
Turtle55,PHOR,2024-02-14,2024-02-20,6965.3928,6776.961925184628,SL,35350.98,-991.2,-2.804,4,False
Turtle55,SBER,2024-02-15,2024-02-21,289.35786,280.9061786651137,SL,35350.98,-1067.38,-3.019,4,False
Turtle55,OZON,2024-02-14,2024-03-15,3154.6308,3239.352,TIME,15544.87,401.72,2.584,20,True
Turtle55,SNGSP,2024-02-16,2024-03-19,60.26205,61.787639999999996,TIME,27659.33,672.21,2.43,20,True
Turtle55,TATN,2024-03-05,2024-03-19,732.6465,701.0577133158808,SL,26692.96,-1177.01,-4.409,9,False
Turtle55,SBERP,2024-03-05,2024-04-03,299.85996,300.03998,TIME,33832.77,-13.53,-0.04,20,False
Turtle55,PLZL,2024-03-05,2024-04-03,1159.43184,1307.7384,TIME,20440.98,2218.41,10.853,20,True
Turtle55,NLMK,2024-03-21,2024-04-18,212.822556,226.9546,TIME,19454.27,1267.97,6.518,20,True
Turtle55,OZON,2024-03-21,2024-04-18,3500.7,3901.2196,TIME,18450.68,1885.89,10.221,20,True
Turtle55,SNGSP,2024-03-27,2024-04-24,64.53290399999999,67.28654,TIME,23732.49,1088.18,4.585,20,True
Turtle55,PLZL,2024-04-03,2024-04-30,1308.2616,1352.7294,TIME,16194.47,750.92,4.637,20,True
