num,ticker,entry_dt,exit_dt,entry_price,exit_price,shares,pnl,pnl_pct,reason,tp_hit,hold_bars,capital_after
222,MTLR,2023-10-10 19:00,2023-10-11 10:00,232.14,232.33,70,94.21,0.58,SL,1,6,54064.89
223,MTLR,2023-10-11 11:00,2023-10-11 13:00,236.53,232.68,70,-286.29,-1.73,SL,0,2,53778.6
224,MGNT,2023-10-10 18:00,2023-10-11 14:00,5613.56,5618.05,2,116.22,1.03,SL,2,11,65127.56
225,T,2023-10-09 11:00,2023-10-11 22:00,3362.34,3365.03,9,125.47,0.41,SL,1,41,74540.6
226,LKOH,2023-10-11 15:00,2023-10-11 22:00,6992.7,6998.29,3,86.98,0.41,SL,1,7,95616.17
227,T,2023-10-13 13:00,2023-10-16 13:00,3471.35,3474.12,9,145.78,0.47,SL,1,15,95761.95
228,SBER,2023-10-16 16:00,2023-10-17 11:00,267.57,267.78,110,122.04,0.41,SL,1,10,75125.94
229,NVTK,2023-10-16 17:00,2023-10-17 19:00,1728.97,1707.71,12,-275.74,-1.33,SL,0,17,72506.4
230,MGNT,2023-10-17 16:00,2023-10-18 16:00,5772.58,5700.11,4,-312.8,-1.35,SL,0,15,56718.32
231,ROSN,2023-10-18 14:00,2023-10-18 16:00,588.01,580.83,40,-310.62,-1.32,SL,0,2,79939.81
232,LKOH,2023-10-18 15:00,2023-10-18 16:00,7518.75,7426.79,2,-198.86,-1.32,SL,0,1,94785.97
233,MTLR,2023-10-18 17:00,2023-10-19 10:00,244.86,245.06,120,164.19,0.56,SL,1,8,94950.16
234,MTLR,2023-10-19 11:00,2023-10-20 10:00,250.94,264.41,120,725.86,2.41,TP3,3,14,95676.02
235,MTLR,2023-10-20 11:00,2023-10-20 12:00,266.8,262.03,110,-552.97,-1.88,SL,0,1,95123.05
236,MGNT,2023-10-23 13:00,2023-10-26 14:00,5948.59,5953.35,5,307.9,1.03,SL,2,46,95430.95
237,GAZP,2023-11-02 11:00,2023-11-02 17:00,170.85,168.76,180,-406.93,-1.32,SL,0,6,95024.02
238,MTLR,2023-11-02 17:00,2023-11-02 18:00,279.47,274.85,110,-538.17,-1.75,SL,0,1,94485.85
239,NLMK,2023-11-06 12:00,2023-11-07 11:00,199.18,196.73,150,-397.18,-1.33,SL,0,14,63000.02
240,MTLR,2023-11-07 14:00,2023-11-07 15:00,287.09,287.32,70,83.39,0.41,SL,1,1,63083.41
241,MTLR,2023-11-07 16:00,2023-11-08 13:00,289.47,302.27,70,398.4,1.97,TP3,3,12,63481.81
242,LKOH,2023-11-06 19:00,2023-11-09 10:00,7353.24,7264.79,2,-191.5,-1.3,SL,0,36,78004.13
243,TGKA,2023-11-09 11:00,2023-11-09 14:00,0.01,0.01,2371000,-407.35,-1.58,SL,0,3,77596.78
244,ROSN,2023-11-10 13:00,2023-11-13 11:00,594.96,595.44,43,106.06,0.41,SL,1,13,77702.84
245,SBER,2023-11-06 19:00,2023-11-13 17:00,272.78,284.19,60,303.57,1.85,TP3,3,73,94381.23
246,NLMK,2023-11-13 18:00,2023-11-14 10:00,198.0,195.66,150,-379.91,-1.28,SL,0,7,94001.32
247,MTLR,2023-11-16 11:00,2023-11-16 19:00,330.13,331.06,90,443.6,1.49,SL,2,8,94444.92
248,T,2023-11-20 17:00,2023-11-21 11:00,3485.35,3488.14,8,115.61,0.41,SL,1,9,94560.53
249,MGNT,2023-11-23 21:00,2023-11-24 10:00,6270.13,6179.5,4,-387.43,-1.54,SL,0,4,94173.11
250,NVTK,2023-12-05 18:00,2023-12-06 11:00,1543.75,1524.97,20,-406.39,-1.32,SL,0,8,93766.72
251,MGNT,2023-12-15 17:00,2023-12-18 10:00,6314.13,6319.18,4,118.2,0.47,SL,1,8,93884.92
252,GAZP,2023-12-18 12:00,2023-12-18 16:00,167.17,165.15,120,-261.53,-1.3,SL,0,4,63987.62
253,MTLR,2023-12-18 11:00,2023-12-19 14:00,296.21,290.74,100,-575.85,-1.94,SL,0,18,93047.54
254,NLMK,2023-12-20 11:00,2023-12-20 17:00,175.54,175.68,110,81.71,0.42,SL,1,6,62870.51
255,ROSN,2023-12-20 11:00,2023-12-20 19:00,581.61,574.41,52,-404.51,-1.34,SL,0,8,72636.7
256,MGNT,2023-12-20 17:00,2023-12-21 15:00,6692.67,6610.37,3,-266.84,-1.33,SL,0,13,92457.9
257,MTLR,2023-12-22 11:00,2023-12-22 12:00,304.25,304.49,100,169.77,0.56,SL,1,1,92627.67
258,MTLR,2023-12-22 13:00,2023-12-22 19:00,307.63,307.88,90,165.55,0.6,SL,1,6,92793.22
259,T,2023-12-25 11:00,2023-12-25 14:00,3091.31,3053.3,9,-369.76,-1.33,SL,0,3,59630.4
260,SBER,2023-12-25 11:00,2023-12-25 15:00,273.45,270.09,70,-253.7,-1.32,SL,0,4,78527.58
261,MGNT,2023-12-25 12:00,2023-12-25 17:00,6817.68,6823.13,2,56.55,0.41,SL,1,5,92226.31
262,MGNT,2023-12-25 18:00,2023-12-26 10:00,6879.69,6885.19,4,114.1,0.41,SL,1,7,92340.41
263,ROSN,2023-12-27 11:00,2023-12-29 10:00,593.91,586.61,51,-402.55,-1.33,SL,0,29,91937.86
264,MTLR,2024-01-03 17:00,2024-01-04 10:00,324.59,324.85,90,121.15,0.41,SL,1,8,71577.02
265,NLMK,2024-01-04 12:00,2024-01-05 11:00,184.08,181.81,80,-195.72,-1.33,SL,0,14,49657.28
266,MGNT,2024-01-04 11:00,2024-01-05 13:00,7237.72,7243.51,3,90.04,0.41,SL,1,17,71471.35
267,MTLR,2024-01-08 11:00,2024-01-08 16:00,332.34,328.26,40,-176.68,-1.33,SL,0,5,48567.44
268,ROSN,2024-01-03 18:00,2024-01-11 09:00,602.11,594.85,34,-267.04,-1.3,SL,0,81,54943.09
269,NLMK,2024-01-11 15:00,2024-01-11 16:00,192.58,192.73,90,72.19,0.42,SL,1,1,55015.28
270,NLMK,2024-01-11 16:00,2024-01-11 17:00,194.34,194.49,90,76.68,0.44,SL,1,1,55091.96
271,NLMK,2024-01-11 17:00,2024-01-12 10:00,194.88,195.04,90,85.99,0.49,SL,1,8,55177.95
272,T,2024-01-15 11:00,2024-01-15 13:00,3406.84,3364.95,5,-226.39,-1.33,SL,0,2,54951.56
273,GAZP,2024-01-05 18:00,2024-01-16 09:00,162.26,163.18,140,149.99,0.66,TIME,1,96,77828.78
274,SBER,2024-01-08 16:00,2024-01-16 22:00,276.65,276.22,50,-35.09,-0.25,TIME,0,96,91632.99
275,GAZP,2024-01-18 14:00,2024-01-23 16:00,166.77,166.91,180,125.63,0.42,SL,1,47,91758.63
276,MGNT,2024-01-30 12:00,2024-01-30 15:00,7041.2,7046.84,2,58.4,0.41,SL,1,3,62198.26
277,MGNT,2024-01-30 15:00,2024-01-30 17:00,7090.71,7003.52,2,-188.47,-1.33,SL,0,2,62009.79
278,NLMK,2024-01-29 18:00,2024-02-02 10:00,197.36,205.63,150,549.69,1.86,TP3,3,52,59228.49
279,MTLR,2024-01-30 19:00,2024-02-02 10:00,313.98,314.23,60,214.18,1.14,SL,2,36,78290.97
280,LKOH,2024-01-31 11:00,2024-02-02 10:00,7047.2,7052.84,2,58.44,0.41,SL,1,29,92450.86
281,NVTK,2024-02-05 22:00,2024-02-07 12:00,1490.15,1470.84,13,-270.29,-1.39,SL,0,20,47628.12
282,TGKA,2024-02-05 18:00,2024-02-08 10:00,0.01,0.01,3041000,-469.06,-1.54,SL,0,22,64658.79
283,T,2024-02-07 14:00,2024-02-08 10:00,3253.33,3255.93,4,53.96,0.41,SL,1,11,77732.55
284,MGNT,2024-02-08 15:00,2024-02-09 10:00,7359.24,7268.74,3,-293.42,-1.33,SL,0,10,77439.13
285,SBER,2024-02-07 11:00,2024-02-15 18:00,280.52,289.76,50,235.34,1.68,TIME,2,96,91707.39
286,NLMK,2024-02-16 12:00,2024-02-16 14:00,201.14,198.65,150,-403.94,-1.34,SL,0,2,91303.45
287,SBER,2024-02-26 13:00,2024-02-28 13:00,290.32,290.55,100,120.38,0.41,SL,1,30,76108.64
288,NLMK,2024-03-01 11:00,2024-03-01 12:00,201.42,201.58,80,66.81,0.41,SL,1,1,51272.12
289,MGNT,2024-02-28 11:00,2024-03-05 10:00,7653.77,7659.89,2,63.47,0.41,SL,1,59,50441.06
290,NVTK,2024-03-06 15:00,2024-03-06 16:00,1374.34,1375.44,12,68.39,0.41,SL,1,1,50509.45
291,NVTK,2024-03-06 16:00,2024-03-07 11:00,1378.34,1379.44,12,68.58,0.41,SL,1,10,50578.03
292,ROSN,2024-02-29 14:00,2024-03-11 20:00,578.86,587.89,43,331.32,1.33,TIME,2,96,60684.11
293,SBER,2024-03-11 11:00,2024-03-11 23:00,302.42,298.7,50,-200.96,-1.33,SL,0,12,75611.72
294,NLMK,2024-03-01 12:00,2024-03-12 18:00,202.52,204.22,80,192.32,1.19,TIME,2,96,52232.11
295,MTLR,2024-03-12 12:00,2024-03-13 18:00,293.94,294.17,80,243.5,1.03,SL,2,21,76002.52
296,GAZP,2024-03-12 17:00,2024-03-15 10:00,162.47,160.47,100,-215.92,-1.33,SL,0,38,92041.34
297,NLMK,2024-03-15 19:00,2024-03-18 10:00,209.24,209.41,140,121.6,0.41,SL,1,6,92162.94
298,NLMK,2024-03-22 12:00,2024-03-22 17:00,219.14,216.39,130,-386.32,-1.36,SL,0,5,91776.62
299,MTLR,2024-04-01 17:00,2024-04-02 16:00,284.08,284.31,100,294.03,1.03,SL,2,14,92070.66
300,GAZP,2024-04-02 19:00,2024-04-03 11:00,162.47,162.6,180,120.88,0.41,SL,1,7,92191.54
301,GAZP,2024-04-03 11:00,2024-04-03 15:00,164.35,162.33,180,-393.16,-1.33,SL,0,4,91798.38
302,LKOH,2024-04-04 11:00,2024-04-09 18:00,7741.27,7747.47,2,64.19,0.41,SL,1,52,64400.61
303,SBER,2024-04-03 17:00,2024-04-10 10:00,304.98,305.22,90,113.82,0.41,SL,1,68,91976.4
304,TGKA,2024-04-10 17:00,2024-04-11 15:00,0.01,0.01,3034000,-577.51,-1.9,SL,0,13,91398.89
305,MGNT,2024-04-15 15:00,2024-04-16 10:00,8021.8,8357.85,2,297.87,1.86,TP3,3,10,61612.32
306,MGNT,2024-04-16 11:00,2024-04-16 18:00,8322.83,8218.52,2,-225.17,-1.35,SL,0,7,61387.15
307,ROSN,2024-04-11 18:00,2024-04-18 11:00,578.26,578.72,52,311.31,1.03,SL,2,68,91782.9
308,SBER,2024-04-22 18:00,2024-04-23 12:00,312.08,312.33,90,116.46,0.41,SL,1,9,91899.36
309,NLMK,2024-04-23 14:00,2024-04-23 18:00,230.36,227.39,130,-415.97,-1.39,SL,0,4,91483.38
310,MGNT,2024-04-26 15:00,2024-04-27 14:00,8215.32,8221.89,2,68.13,0.41,SL,1,14,53392.03
311,NLMK,2024-04-26 12:00,2024-04-30 10:00,232.04,241.77,130,560.22,1.86,TP3,3,43,84132.94
312,LKOH,2024-04-27 11:00,2024-05-06 10:00,7974.8,7981.18,1,82.56,1.03,SL,2,74,92194.28
313,T,2024-05-06 18:00,2024-05-07 12:00,3140.31,3142.83,9,117.19,0.41,SL,1,9,92311.47
314,NLMK,2024-05-08 11:00,2024-05-17 17:00,248.6,251.81,120,381.03,1.28,TIME,2,96,59886.43
315,LKOH,2024-05-17 18:00,2024-05-20 11:00,7859.79,7866.07,2,65.18,0.41,SL,1,8,59951.61
316,SBER,2024-05-10 11:00,2024-05-20 17:00,312.81,321.36,60,293.8,1.56,TIME,2,96,79023.47
317,ROSN,2024-05-13 11:00,2024-05-20 19:00,584.21,584.68,24,145.15,1.03,SL,2,83,93196.63
318,MTLR,2024-06-05 18:00,2024-06-10 18:00,228.08,228.27,130,255.86,0.86,SL,1,45,93452.49
319,T,2024-06-26 17:00,2024-06-26 18:00,2938.79,2941.21,7,85.51,0.42,SL,1,1,64571.23
320,T,2024-06-26 19:00,2024-06-27 10:00,2962.3,2964.67,7,85.98,0.41,SL,1,6,64657.21
321,NVTK,2024-06-28 17:00,2024-07-01 10:00,1082.91,1083.77,13,58.37,0.41,SL,1,8,43923.62
322,T,2024-06-27 11:00,2024-07-02 13:00,2968.8,2971.17,7,86.15,0.41,SL,1,47,50520.67
323,ROSN,2024-07-01 15:00,2024-07-03 10:00,570.96,571.41,25,59.18,0.41,SL,1,25,64860.92
324,SBER,2024-06-26 11:00,2024-07-04 17:00,321.69,325.48,90,363.17,1.25,TIME,2,96,94190.86
325,NVTK,2024-07-19 14:00,2024-07-19 19:00,1096.31,1077.5,28,-557.05,-1.81,SL,0,5,93633.81
326,NVTK,2024-07-22 11:00,2024-07-22 12:00,1114.31,1096.73,27,-504.54,-1.68,SL,0,1,93129.27
327,ROSN,2024-07-22 14:00,2024-07-24 21:00,532.2,532.63,57,125.78,0.41,SL,1,37,93255.05
328,NLMK,2024-07-26 13:00,2024-07-26 14:00,175.78,173.62,170,-397.14,-1.33,SL,0,1,92857.91
329,TGKA,2024-08-13 16:00,2024-08-13 18:00,0.01,0.01,4045000,-376.72,-1.23,SL,0,2,92481.19
330,LKOH,2024-08-22 17:00,2024-08-23 18:00,6430.64,6336.12,4,-403.64,-1.57,SL,0,16,92077.55
331,LKOH,2024-08-26 14:00,2024-08-27 14:00,6633.16,6529.02,3,-332.17,-1.67,SL,0,15,50477.43
332,YDEX,2024-08-26 12:00,2024-08-27 16:00,3910.39,3846.33,7,-475.55,-1.74,SL,0,19,77388.3
333,GAZP,2024-08-26 17:00,2024-08-27 16:00,126.13,123.6,110,-292.8,-2.11,SL,0,14,90977.02
334,GAZP,2024-08-29 18:00,2024-08-30 10:00,128.96,129.07,230,246.27,0.83,SL,1,7,91223.3
335,NLMK,2024-09-05 14:00,2024-09-05 15:00,142.41,139.11,210,-723.05,-2.42,SL,0,1,90500.24
336,LKOH,2024-09-09 13:00,2024-09-10 10:00,6468.65,6473.82,4,107.29,0.41,SL,1,12,71406.02
337,YDEX,2024-09-09 14:00,2024-09-10 10:00,3838.38,3841.45,5,86.08,0.45,SL,1,11,90693.61
338,MGNT,2024-09-10 11:00,2024-09-10 14:00,5002.5,4941.98,5,-327.48,-1.31,SL,0,3,90366.12
339,YDEX,2024-09-13 18:00,2024-09-16 17:00,3906.39,4123.87,7,684.17,2.5,TP3,3,14,58125.55
340,NLMK,2024-09-16 11:00,2024-09-16 17:00,150.52,150.64,130,136.99,0.7,SL,1,6,77839.28
341,YDEX,2024-09-16 18:00,2024-09-17 10:00,4117.41,4120.7,6,143.66,0.58,SL,1,7,77982.94
342,MGNT,2024-09-17 11:00,2024-09-17 14:00,5507.55,5394.55,4,-473.8,-2.15,SL,0,3,77509.14
343,MGNT,2024-09-20 22:00,2024-09-23 10:00,5857.09,5861.77,2,58.9,0.5,SL,1,3,52259.27
344,LKOH,2024-09-16 12:00,2024-09-23 13:00,6670.67,6989.86,2,284.93,2.13,TP3,3,76,49576.22
345,ROSN,2024-09-20 15:00,2024-09-24 10:00,527.0,520.47,48,-338.56,-1.34,SL,0,25,58247.66
346,MTLR,2024-09-23 14:00,2024-09-24 11:00,116.36,116.64,140,233.96,1.44,SL,2,12,74780.39
347,GAZP,2024-09-24 11:00,2024-09-24 14:00,134.05,134.16,180,145.26,0.6,SL,1,3,74925.65
348,T,2024-09-25 13:00,2024-09-25 14:00,2749.27,2709.07,8,-343.5,-1.56,SL,0,1,74582.14
349,SBER,2024-09-23 11:00,2024-09-25 18:00,271.8,268.47,60,-215.55,-1.32,SL,0,37,90682.58
350,SBER,2024-09-30 12:00,2024-09-30 23:00,271.79,268.47,110,-394.07,-1.32,SL,0,11,90288.5
351,NLMK,2024-10-14 17:00,2024-10-15 10:00,139.51,139.63,210,130.94,0.45,SL,1,8,90419.44
352,GAZP,2024-10-16 12:00,2024-10-16 13:00,138.44,136.74,210,-386.39,-1.33,SL,0,1,90033.06
353,LKOH,2024-10-25 14:00,2024-10-25 15:00,7047.7,6962.53,4,-368.74,-1.31,SL,0,1,89664.32
354,ROSN,2024-11-06 11:00,2024-11-06 13:00,475.05,468.43,62,-439.72,-1.49,SL,0,2,57703.29
355,T,2024-11-06 11:00,2024-11-06 14:00,2420.64,2390.88,8,-257.37,-1.33,SL,0,3,76820.74
356,GAZP,2024-11-06 11:00,2024-11-06 14:00,134.89,132.87,90,-194.46,-1.6,SL,0,3,88772.77
357,T,2024-11-08 11:00,2024-11-08 13:00,2533.85,2494.17,11,-464.15,-1.66,SL,0,2,56591.39
358,NVTK,2024-11-08 11:00,2024-11-12 10:00,933.29,934.04,15,70.76,0.51,SL,1,29,52177.46
359,T,2024-11-11 12:00,2024-11-12 10:00,2640.26,2594.98,7,-335.34,-1.81,SL,0,13,70333.21
360,SBER,2024-11-08 11:00,2024-11-14 10:00,252.89,253.09,70,183.26,1.03,SL,2,59,88227.29
361,GAZP,2024-11-29 20:00,2024-12-03 16:00,123.8,121.69,230,-513.62,-1.8,SL,0,26,87713.67
362,OZPH,2024-12-06 11:00,2024-12-06 12:00,33.65,32.45,860,-1066.36,-3.68,SL,0,1,67732.76
363,SBER,2024-12-06 11:00,2024-12-06 13:00,236.31,232.7,80,-307.69,-1.63,SL,0,2,86339.61
364,ROSN,2024-12-19 13:00,2024-12-19 15:00,493.3,493.69,57,116.59,0.41,SL,1,2,86456.2
365,ROSN,2024-12-19 16:00,2024-12-19 17:00,499.45,499.85,57,118.06,0.41,SL,1,1,55640.9
366,TGKA,2024-12-19 19:00,2024-12-20 10:00,0.01,0.01,2992000,-324.35,-1.77,SL,0,6,55316.56
367,NVTK,2024-12-19 16:00,2024-12-20 12:00,809.88,810.53,16,63.64,0.49,SL,1,11,68344.77
368,NLMK,2024-12-19 16:00,2024-12-20 13:00,119.73,125.16,150,362.14,2.02,TP3,3,12,64411.54
369,ROSN,2024-12-20 12:00,2024-12-20 13:00,505.75,528.33,44,441.81,1.98,TP3,3,1,87117.5
370,NLMK,2024-12-20 14:00,2024-12-20 15:00,126.11,126.99,150,389.52,2.06,SL,2,1,46709.06
371,T,2024-12-20 14:00,2024-12-20 15:00,2460.65,2462.61,5,114.79,0.93,SL,1,1,59133.23
372,ROSN,2024-12-20 14:00,2024-12-20 16:00,527.3,561.9,54,845.11,2.97,TP3,3,2,56133.93
373,NLMK,2024-12-20 15:00,2024-12-23 10:00,127.53,137.48,150,679.0,3.55,TP3,3,10,57746.49
374,OZPH,2024-12-20 15:00,2024-12-23 10:00,32.8,32.83,402,151.04,1.14,SL,1,5,71091.04
375,YDEX,2024-12-20 16:00,2024-12-24 18:00,3639.36,3684.71,5,514.85,2.83,SL,2,32,89811.8
376,NVTK,2024-12-26 16:00,2024-12-26 19:00,953.3,954.06,17,99.67,0.61,SL,1,3,50077.08
377,MGNT,2024-12-26 11:00,2024-12-26 21:00,5141.01,5145.13,5,106.58,0.41,SL,1,10,75901.59
378,LKOH,2024-12-26 11:00,2024-12-27 12:00,7054.71,6967.96,2,-187.52,-1.33,SL,0,16,89830.54
379,MTLR,2024-12-30 11:00,2024-12-30 22:00,98.41,105.55,140,453.97,3.29,TP3,3,11,43193.07
380,T,2024-12-30 11:00,2025-01-03 13:00,2716.07,2718.24,10,112.62,0.41,SL,1,17,70479.99
381,NLMK,2024-12-30 11:00,2025-01-06 10:00,142.19,142.31,140,220.73,1.11,SL,2,29,90617.86
382,MTLR,2025-01-08 22:00,2025-01-09 10:00,107.23,105.7,270,-442.63,-1.53,SL,0,3,90175.23
383,T,2025-01-10 17:00,2025-01-10 18:00,2863.69,2865.98,10,145.31,0.51,SL,1,1,90320.54
384,NLMK,2025-01-10 18:00,2025-01-13 13:00,150.12,147.7,130,-333.92,-1.71,SL,0,10,49051.57
385,YDEX,2025-01-13 11:00,2025-01-13 15:00,3993.9,3997.09,3,55.61,0.46,SL,1,4,45890.76
386,T,2025-01-10 18:00,2025-01-13 20:00,2893.29,2898.27,10,387.88,1.34,SL,2,17,60706.09
387,GAZP,2025-01-13 18:00,2025-01-14 11:00,131.93,132.04,110,93.86,0.65,SL,1,8,75319.86
388,NVTK,2025-01-13 13:00,2025-01-15 10:00,1013.1,991.38,15,-340.8,-2.24,SL,0,27,90183.17
389,MTLR,2025-01-16 11:00,2025-01-17 10:00,110.39,110.84,260,477.63,1.66,SL,2,14,90660.8
390,YDEX,2025-01-29 13:00,2025-01-29 15:00,4137.91,4087.47,4,-218.24,-1.32,SL,0,2,60946.47
391,GAZP,2025-01-30 19:00,2025-01-31 17:00,139.88,140.0,140,202.73,1.03,SL,2,15,61149.2
392,NVTK,2025-01-29 12:00,2025-02-05 23:00,1052.91,1098.29,28,641.21,2.17,TIME,2,96,91286.5
393,YDEX,2025-02-06 11:00,2025-02-06 17:00,4167.92,4171.25,7,121.02,0.41,SL,1,6,57438.55
394,OZPH,2025-02-06 13:00,2025-02-07 12:00,46.76,47.32,295,381.07,2.76,SL,2,9,71622.1
395,T,2025-02-10 11:00,2025-02-10 22:00,3162.52,3123.43,7,-295.6,-1.33,SL,0,11,55488.61
396,NVTK,2025-02-10 14:00,2025-02-10 23:00,1130.71,1131.62,14,163.9,1.03,SL,2,9,71490.41
397,MGNT,2025-02-11 16:00,2025-02-12 16:00,4907.99,4835.2,4,-310.64,-1.58,SL,0,17,71179.77
398,SBER,2025-02-06 11:00,2025-02-12 20:00,287.95,300.01,70,374.23,1.86,TP3,3,77,91720.49
399,GAZP,2025-02-12 20:00,2025-02-13 07:00,149.49,157.0,200,671.65,2.25,TP3,3,4,62481.6
400,LKOH,2025-02-12 22:00,2025-02-13 07:00,7472.25,7807.73,2,298.5,2.0,TP3,3,2,77732.07
401,NVTK,2025-02-12 22:00,2025-02-13 09:00,1245.92,1246.92,12,149.14,1.0,SL,1,4,92839.78
402,MTLR,2025-02-17 23:00,2025-02-18 07:00,120.99,122.22,250,759.25,2.51,SL,2,1,93599.03
403,MTLR,2025-02-18 07:00,2025-02-18 10:00,123.23,119.69,250,-915.16,-2.97,SL,0,3,92683.87
404,MGNT,2025-02-20 16:00,2025-02-20 18:00,5377.04,5294.55,5,-439.11,-1.63,SL,0,2,56827.52
405,NLMK,2025-02-20 17:00,2025-02-20 20:00,159.46,156.89,90,-245.24,-1.71,SL,0,3,70940.49
406,OZPH,2025-02-21 11:00,2025-02-21 13:00,60.73,60.77,385,253.25,1.08,SL,1,2,71193.74
407,NVTK,2025-02-20 16:00,2025-02-24 15:00,1315.53,1316.58,16,128.46,0.61,SL,1,33,69382.24
408,NLMK,2025-02-24 11:00,2025-02-24 16:00,164.2,161.61,140,-384.67,-1.67,SL,0,5,91996.56
409,GAZP,2025-02-25 07:00,2025-02-25 09:00,177.21,177.35,170,170.38,0.57,SL,1,2,72215.68
410,MTLR,2025-02-25 07:00,2025-02-25 11:00,117.3,117.4,170,141.8,0.71,SL,1,4,92308.75
411,T,2025-03-04 20:00,2025-03-05 07:00,3393.74,3344.25,8,-422.87,-1.56,SL,0,4,56562.89
412,NLMK,2025-03-04 20:00,2025-03-05 07:00,163.6,161.03,130,-355.03,-1.67,SL,0,4,77486.02
413,MTLR,2025-03-04 20:00,2025-03-05 07:00,116.98,115.31,120,-214.86,-1.53,SL,0,4,91315.98
414,SBER,2025-03-07 12:00,2025-03-07 17:00,320.84,316.89,90,-384.65,-1.33,SL,0,5,90931.33
415,T,2025-03-16 17:00,2025-03-17 07:00,3485.75,3488.54,8,115.62,0.41,SL,1,2,57593.48
416,NVTK,2025-03-16 18:00,2025-03-17 14:00,1297.53,1279.8,10,-190.22,-1.47,SL,0,8,52899.57
417,T,2025-03-17 07:00,2025-03-17 14:00,3495.35,3498.15,5,72.39,0.41,SL,1,7,70457.45
418,MGNT,2025-03-17 14:00,2025-03-17 20:00,5017.5,4954.82,4,-270.68,-1.35,SL,0,6,54418.71
419,MTLR,2025-03-17 14:00,2025-03-18 11:00,121.23,126.35,130,295.11,1.87,TP3,3,14,70481.87
420,T,2025-03-18 17:00,2025-03-18 18:00,3601.96,3604.84,6,89.6,0.41,SL,1,1,70571.47
421,NVTK,2025-03-18 18:00,2025-03-18 19:00,1337.73,1319.75,17,-328.24,-1.44,SL,0,1,70243.23
422,NLMK,2025-03-16 17:00,2025-03-18 20:00,157.4,157.52,130,211.82,1.03,SL,2,32,90926.72
423,YDEX,2025-03-31 18:00,2025-04-01 15:00,4500.95,4424.6,6,-484.85,-1.79,SL,0,14,90441.87
424,MGNT,2025-04-01 18:00,2025-04-02 12:00,4650.97,4654.68,6,220.72,0.79,SL,1,11,90662.59
425,YDEX,2025-04-14 07:00,2025-04-14 08:00,4271.43,4233.72,7,-293.71,-0.98,SL,0,1,90368.88
426,OZPH,2025-04-17 14:00,2025-04-18 07:00,55.4,54.18,376,-478.73,-2.3,SL,0,10,49139.97
427,SBER,2025-04-16 18:00,2025-04-18 12:00,302.56,298.82,90,-363.68,-1.33,SL,0,28,76020.33
428,ROSN,2025-04-17 15:00,2025-04-22 09:00,465.5,485.21,29,253.49,1.88,TP3,3,45,68182.02
429,TGKA,2025-04-22 10:00,2025-04-22 11:00,0.01,0.01,3224000,-375.06,-1.67,SL,0,1,67806.96
430,YDEX,2025-04-21 14:00,2025-04-23 08:00,4317.43,4320.88,5,89.51,0.41,SL,1,28,67795.9
431,GAZP,2025-04-22 22:00,2025-04-23 09:00,144.58,141.92,150,-421.55,-1.94,SL,0,4,89072.87
432,NVTK,2025-04-25 18:00,2025-04-28 07:00,1293.53,1294.56,10,68.15,0.53,SL,1,6,41029.67
433,GAZP,2025-04-25 18:00,2025-04-28 09:00,150.14,150.52,130,285.0,1.46,SL,2,28,60841.98
434,MGNT,2025-04-28 18:00,2025-04-28 20:00,4781.48,4711.94,4,-297.16,-1.55,SL,0,2,60544.82
435,SBER,2025-04-25 18:00,2025-04-28 21:00,317.44,313.56,90,-377.92,-1.32,SL,0,40,88750.94
436,YDEX,2025-05-12 10:00,2025-05-12 14:00,4169.92,4116.83,4,-228.91,-1.37,SL,0,4,46830.88
437,OZPH,2025-05-12 09:00,2025-05-12 21:00,52.96,52.35,553,-361.9,-1.24,SL,0,12,75767.9
438,SBER,2025-05-12 10:00,2025-05-14 22:00,309.65,309.9,40,51.36,0.41,SL,1,46,88211.49
439,TGKA,2025-05-23 12:00,2025-05-26 08:00,0.01,0.01,4359000,-747.38,-2.57,SL,0,13,87464.11
440,SBER,2025-05-28 14:00,2025-05-29 11:00,305.38,305.63,90,114.17,0.42,SL,1,14,87578.28
441,SBER,2025-06-03 11:00,2025-06-04 17:00,314.44,314.69,90,117.34,0.41,SL,1,23,87695.62
442,TGKA,2025-06-05 11:00,2025-06-05 14:00,0.01,0.01,4091000,-631.16,-2.18,SL,0,3,87064.46
443,ROSN,2025-06-13 08:00,2025-06-14 10:00,428.84,451.28,66,663.86,2.34,TP3,3,17,87728.32
444,OZPH,2025-06-16 09:00,2025-06-16 15:00,50.17,49.56,577,-378.99,-1.31,SL,0,6,87349.33
445,NVTK,2025-06-17 20:00,2025-06-18 14:00,1075.51,1076.37,26,132.99,0.48,SL,1,11,87482.32
446,NVTK,2025-06-25 16:00,2025-06-25 17:00,1077.51,1078.37,26,122.26,0.44,SL,1,1,87604.58
447,GAZP,2025-06-25 19:00,2025-06-26 18:00,126.58,126.68,150,78.77,0.41,SL,1,16,59336.75
448,NVTK,2025-06-25 18:00,2025-06-27 13:00,1089.71,1073.66,26,-445.47,-1.57,SL,0,29,87237.88
449,MTLR,2025-06-30 11:00,2025-06-30 13:00,84.61,84.68,220,77.17,0.41,SL,1,2,58823.76
450,MTLR,2025-06-30 14:00,2025-06-30 15:00,85.06,85.13,220,77.59,0.41,SL,1,1,58901.35
451,GAZP,2025-06-30 17:00,2025-07-01 07:00,129.78,129.89,100,53.82,0.41,SL,1,7,40054.64
