num,ticker,entry_dt,exit_dt,entry_price,exit_price,shares,pnl,pnl_pct,reason,tp_hit,hold_bars,capital_after
31,GAZP,2022-08-30 11:00,2022-08-30 14:00,194.11,194.26,160,138.24,0.44,SL,1,3,77021.87
32,MTLR,2022-08-30 11:00,2022-08-30 16:00,127.35,125.63,170,-314.39,-1.45,SL,0,5,72983.54
33,GAZP,2022-08-30 15:00,2022-08-31 09:00,195.17,204.9,130,565.95,2.23,TP3,3,4,98934.21
34,TGKA,2022-08-31 16:00,2022-08-31 17:00,0.01,0.01,3600000,-937.44,-2.87,SL,0,1,97996.77
35,LKOH,2022-09-01 18:00,2022-09-05 10:00,4637.46,4531.92,6,-660.79,-2.37,SL,0,12,74362.2
36,SBER,2022-09-02 14:00,2022-09-05 10:00,143.51,140.43,160,-515.95,-2.25,SL,0,6,96820.03
37,MTLR,2022-09-05 16:00,2022-09-06 10:00,131.64,131.75,160,116.83,0.55,SL,1,4,51260.06
38,NLMK,2022-09-06 09:00,2022-09-06 11:00,125.81,123.95,110,-218.71,-1.58,SL,0,2,64887.66
39,NVTK,2022-09-05 12:00,2022-09-06 14:00,1178.32,1180.54,27,433.78,1.36,SL,2,12,97151.93
40,MGNT,2022-09-12 11:00,2022-09-14 09:00,5572.56,5577.44,5,116.6,0.42,SL,1,28,76231.41
41,T,2022-09-13 11:00,2022-09-14 10:00,3003.8,2938.32,7,-479.14,-2.28,SL,0,14,96789.39
42,NVTK,2022-09-15 16:00,2022-09-16 15:00,1193.12,1178.45,26,-412.28,-1.33,SL,0,14,96377.11
43,GAZP,2022-09-22 16:00,2022-09-23 10:00,235.19,226.95,130,-1101.49,-3.6,SL,0,9,95275.61
